Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
18,0.976545,0.987898,0.974789,0.966685,0.966566,2.397848,2.397848,0.917433,0.998355,0.999637,0.999853,95.486125,
19,0.978826,0.988203,0.975218,0.973773,0.970893,2.833680,2.833680,0.922265,0.999358,0.999841,1.000164,96.604737,
20,0.984114,0.987343,0.977835,0.974016,0.997020,3.040670,3.147974,0.922510,0.998780,0.999622,0.999322,97.954179,
21,0.979285,0.988050,0.974990,0.972823,0.975835,3.040670,3.040670,0.918205,0.998668,0.999846,1.000090,96.965486,
22,0.978669,0.984572,0.972937,0.977321,0.977081,3.252916,3.252916,0.911196,0.998538,0.999989,1.000060,97.106979,
23,0.979260,0.983906,0.972634,0.977590,0.981233,3.437716,3.437716,0.906164,0.997459,0.999377,0.999559,97.400364,
24,0.979668,0.984159,0.971824,0.976890,0.984382,3.640717,3.640717,0.902185,0.997545,0.999364,0.999531,97.748492,
25,0.981543,0.985104,0.971313,0.978502,0.990446,3.644222,3.644222,0.898049,0.996670,0.998867,0.999063,98.094740,
26,0.978036,0.980516,0.968534,0.977749,0.984925,3.879635,3.879635,0.888940,0.996887,0.999323,1.000481,97.759882,
27,0.977434,0.979110,0.966766,0.979537,0.984223,4.078283,4.078283,0.880032,0.995281,0.998669,0.999639,97.771248,
28,0.978799,0.980575,0.967057,0.977894,0.989036,4.139033,4.139033,0.877101,0.995257,0.998125,0.999134,98.080255,
29,0.980256,0.984060,0.972316,0.973118,0.989610,4.305290,4.305290,0.876443,0.994083,0.998440,0.999110,98.618351,
30,0.977580,0.977430,0.968625,0.975627,0.987844,4.388494,4.388494,0.857433,0.992398,0.997359,0.997737,97.953807,
31,0.980331,0.978922,0.970835,0.972654,0.997011,4.659509,4.659509,0.848880,0.994012,0.998351,0.998938,99.041738,
32,0.979190,0.976561,0.966328,0.973037,0.998574,4.781022,4.781022,0.841913,0.991517,0.996217,0.996512,98.636287,
33,0.981526,0.982708,0.967018,0.973110,0.999977,4.970218,4.970218,0.845069,0.991754,0.997419,0.997818,99.550024,
34,0.974184,0.969043,0.959339,0.967193,0.998036,5.078061,5.078061,0.829187,0.987731,0.994537,0.995707,97.745330,
35,0.977448,0.975312,0.968980,0.971061,0.992148,5.197795,5.197795,0.834170,0.986868,0.993848,0.994865,98.512076,
36,0.972701,0.965695,0.963893,0.971560,0.987816,5.367068,5.367068,0.816622,0.989454,0.996963,0.999727,98.209439,
37,0.984298,0.983643,0.977829,0.979746,0.994205,5.556147,5.556147,0.834633,0.986199,0.994406,0.995505,100.000000,
38,0.978808,0.967276,0.973647,0.979512,0.993267,5.582300,5.582300,0.803252,0.984697,0.993727,0.996311,99.357419,
39,0.984160,0.979207,0.974978,0.988818,0.992334,5.843593,5.843593,0.823917,0.984072,0.993132,0.995080,100.000000,
40,0.980589,0.968636,0.971232,0.988165,0.992541,5.937860,5.937860,0.792547,0.984615,0.993725,0.997743,100.000000,
41,0.985319,0.979873,0.973032,0.987723,0.998488,6.129098,6.129098,0.809559,0.982699,0.992088,0.996307,100.000000,
42,0.982364,0.967524,0.974079,0.992326,0.993582,6.272479,6.272479,0.780215,0.982593,0.992002,0.994735,100.000000,
43,0.981958,0.978883,0.975655,0.981304,0.990754,6.409989,6.409989,0.804168,0.983320,0.993788,0.997652,100.000000,
44,0.977114,0.964451,0.973043,0.976622,0.991797,6.563502,6.563502,0.769347,0.983552,0.994442,0.995827,100.000000,
45,0.979518,0.977261,0.970626,0.975935,0.991631,6.702864,6.702864,0.787742,0.981603,0.991535,0.994922,100.000000,
46,0.977155,0.960233,0.974640,0.976714,0.992394,6.842609,6.842609,0.756382,0.981600,0.993144,0.994807,100.000000,
47,0.980540,0.973461,0.973858,0.979410,0.991422,7.043483,7.043483,0.775815,0.978599,0.989851,0.992553,100.000000,
48,0.978883,0.957808,0.978066,0.981294,0.991718,7.148854,7.148854,0.746793,0.979105,0.990636,0.993398,100.000000,
49,0.982626,0.980641,0.971738,0.982826,0.991061,7.326547,7.326547,0.776562,0.978195,0.989654,0.992304,100.000000,
50,0.980730,0.970272,0.977637,0.969829,0.997244,0.486880,7.437238,0.754405,0.974201,0.987924,0.991380,92.556049,
51,0.978397,0.956942,0.976648,0.971127,0.997764,0.486880,0.486880,0.741386,0.977947,0.989130,0.993938,92.333961,
52,0.977588,0.957951,0.968952,0.973809,0.997311,0.511076,0.511076,0.752073,0.977807,0.991090,0.992204,92.129957,
53,0.986471,0.977373,0.977691,0.984026,0.998801,0.522418,0.522418,0.782375,0.981179,0.991200,0.993628,94.187504,
54,0.978325,0.955777,0.967392,0.983622,0.993756,0.540760,0.540760,0.753438,0.977106,0.990475,0.992722,92.338680,
55,0.982850,0.959484,0.974667,0.985564,0.998829,0.557059,0.557059,0.746557,0.977930,0.989248,0.992176,93.251538,
56,0.979690,0.959500,0.969107,0.979393,0.997437,0.576037,0.576037,0.757632,0.977431,0.989380,0.991544,92.536566,
57,0.984939,0.976349,0.973335,0.981217,0.998856,0.599104,0.599104,0.777980,0.980489,0.991179,0.994589,94.031216,
58,0.980786,0.959800,0.971849,0.977351,0.999387,0.613239,0.613239,0.757258,0.978418,0.989654,0.994099,93.044209,
59,0.979748,0.956015,0.970210,0.976542,0.999933,0.641467,0.641467,0.754789,0.978496,0.988801,0.992286,92.674948,
60,0.979656,0.964232,0.968560,0.979538,0.994389,0.658367,0.658367,0.762530,0.977343,0.988464,0.993031,92.711989,
61,0.983688,0.974138,0.973744,0.980360,0.997006,0.680905,0.680905,0.779571,0.981982,0.992278,0.995702,94.011235,
62,0.977834,0.963965,0.970982,0.980616,0.987931,0.706362,0.706362,0.766188,0.978155,0.990454,0.993563,92.511839,
63,0.977781,0.962206,0.968128,0.977044,0.993829,0.726009,0.726009,0.761502,0.977157,0.989486,0.993828,92.502854,
64,0.978970,0.971310,0.967304,0.978871,0.991892,0.745544,0.745544,0.764508,0.974134,0.987872,0.992160,92.566928,
65,0.982932,0.972889,0.975838,0.982848,0.994697,0.773064,0.773064,0.772829,0.979679,0.989940,0.992110,93.569725,
66,0.983644,0.974124,0.973520,0.980882,0.999238,0.791082,0.791082,0.773630,0.977818,0.989826,0.991974,93.723741,
67,0.982310,0.972060,0.974844,0.974249,0.999759,0.810873,0.810873,0.769150,0.979453,0.989924,0.991415,93.428863,
68,0.982950,0.973561,0.972027,0.975355,1.000686,0.833548,0.833548,0.769048,0.978567,0.990014,0.992834,93.711407,
69,0.984516,0.974415,0.974980,0.980797,0.998388,0.856795,0.856795,0.772325,0.981862,0.992088,0.993297,94.224531,
70,0.981858,0.969507,0.971787,0.976817,0.997700,0.879398,0.879398,0.765468,0.978778,0.990823,0.993445,93.622018,
71,0.981649,0.966698,0.970794,0.980854,0.996138,0.912070,0.912070,0.762304,0.979331,0.990303,0.991298,93.428454,
72,0.984019,0.970288,0.972370,0.985687,0.996538,0.927007,0.927007,0.767378,0.978447,0.989338,0.994887,94.200935,
73,0.985786,0.974196,0.975665,0.981563,1.000189,0.952177,0.952177,0.778343,0.982825,0.992377,0.994662,94.750073,
74,0.978996,0.961431,0.965790,0.977189,0.996144,0.973236,0.973236,0.747540,0.978060,0.989469,0.994183,93.129426,
75,0.977611,0.953707,0.967512,0.973699,0.997295,0.998796,0.998796,0.737709,0.979189,0.989229,0.994461,92.884934,
76,0.978978,0.956355,0.964854,0.975587,0.999807,1.023241,1.023241,0.735701,0.976371,0.988543,0.991736,92.953745,
77,0.982801,0.972805,0.974054,0.977069,0.996407,1.052400,1.052400,0.763719,0.981467,0.991894,0.995784,94.301252,
78,0.974511,0.955238,0.966524,0.974699,0.989523,1.073021,1.073021,0.739796,0.977879,0.990681,0.993411,92.282438,
79,0.975233,0.954587,0.970832,0.977938,0.987769,1.112384,1.112384,0.727059,0.977883,0.989658,0.992633,92.390632,
80,0.972718,0.951108,0.962770,0.978399,0.987430,1.133735,1.133735,0.724245,0.976021,0.989375,0.991296,91.747888,
81,0.979071,0.970109,0.974046,0.979533,0.987073,1.168790,1.168790,0.760487,0.981222,0.991835,0.995894,93.649684,
82,0.969825,0.951892,0.961758,0.973202,0.982283,1.204024,1.204024,0.723818,0.974112,0.987918,0.991635,91.167187,
83,0.979085,0.954012,0.972722,0.979684,0.995613,1.236513,1.236513,0.726668,0.980391,0.991461,0.994996,93.667397,
84,0.974245,0.947897,0.961816,0.972033,0.996303,1.264315,1.264315,0.713570,0.975850,0.988099,0.991344,92.201343,
85,0.983003,0.971569,0.970241,0.980277,0.997812,1.298617,1.298617,0.751680,0.979994,0.990784,0.992987,94.391910,
86,0.975773,0.955605,0.966037,0.970680,0.994544,1.330487,1.330487,0.720102,0.974876,0.988361,0.989478,92.471369,
87,0.978046,0.953911,0.970861,0.975805,0.995026,1.364989,1.364989,0.729466,0.978053,0.990588,0.994574,93.523563,
88,0.975491,0.953059,0.965296,0.972824,0.993342,1.393119,1.393119,0.717584,0.976135,0.989284,0.992306,92.765113,
89,0.980352,0.969143,0.971746,0.975748,0.993305,1.421675,1.421675,0.753599,0.980522,0.990653,0.994953,94.129047,
90,0.979198,0.955174,0.967022,0.972125,1.002952,1.450059,1.450059,0.714261,0.974601,0.987937,0.993134,93.645218,
91,0.976898,0.957008,0.969696,0.976978,0.991891,1.486459,1.486459,0.736008,0.979002,0.990870,0.994126,93.407959,
92,0.975391,0.953489,0.961271,0.976468,0.995443,1.513779,1.513779,0.708459,0.974210,0.988161,0.994151,92.995032,
93,0.981623,0.970642,0.974795,0.979124,0.993672,1.543335,1.543335,0.746539,0.978727,0.990555,0.994773,94.539438,
94,0.974880,0.951552,0.970298,0.968191,0.994598,1.578646,1.578646,0.705172,0.975572,0.990155,0.993712,93.028501,
95,0.979734,0.961369,0.970362,0.976548,0.996913,1.617772,1.617772,0.733188,0.980310,0.992196,0.994847,94.317405,
96,0.976270,0.951475,0.967173,0.977336,0.993469,1.654560,1.654560,0.702744,0.977410,0.990139,0.994678,93.513121,
97,0.983908,0.969178,0.976478,0.979698,0.998306,1.693453,1.693453,0.741368,0.980415,0.991282,0.997331,95.477995,
98,0.979608,0.952428,0.969579,0.978317,0.998956,1.724157,1.724157,0.704974,0.976718,0.989180,0.994990,94.304578,
99,0.981950,0.963365,0.970182,0.981056,0.997605,1.756830,1.756830,0.733759,0.979140,0.990564,0.993761,94.813112,
100,0.979358,0.951215,0.971474,0.977700,0.997661,1.786937,1.786937,0.695130,0.976496,0.990478,0.995352,94.423043,
101,0.982753,0.969666,0.973060,0.978983,0.996851,1.809703,1.809703,0.740688,0.979967,0.991314,0.994127,95.119286,
102,0.979313,0.953329,0.972255,0.982577,0.994274,1.845841,1.845841,0.701325,0.976773,0.988512,0.993548,94.252909,
103,0.981080,0.962693,0.971144,0.979104,0.998213,1.868278,1.868278,0.726738,0.976102,0.989119,0.993830,94.698776,
104,0.979034,0.951670,0.968708,0.983972,0.995727,1.894018,1.894018,0.686307,0.974184,0.988884,0.994440,94.341480,
105,0.980999,0.967691,0.970929,0.978284,0.995767,1.920425,1.920425,0.730548,0.977661,0.990103,0.994644,94.862194,
106,0.976837,0.951228,0.971118,0.975579,0.993929,1.948934,1.948934,0.691971,0.974495,0.988889,0.994211,93.913578,
107,0.981254,0.963594,0.971207,0.978711,0.997959,1.967748,1.967748,0.721847,0.975446,0.988938,0.992934,94.783762,
108,0.977426,0.949345,0.971944,0.979089,0.993106,1.996793,1.996793,0.681088,0.973615,0.989706,0.994330,94.151927,
109,0.982615,0.968428,0.972058,0.983186,0.994818,2.021828,2.021828,0.725270,0.977901,0.991738,0.993675,95.342063,
110,0.977497,0.951631,0.972659,0.974179,0.994232,2.042922,2.042922,0.692428,0.976348,0.989673,0.994909,94.274400,
111,0.982019,0.964759,0.970132,0.977395,0.999567,2.075608,2.075608,0.725736,0.977188,0.990685,0.996890,95.489500,
112,0.979435,0.950316,0.969420,0.976159,1.001069,2.105462,2.105462,0.685989,0.975895,0.990168,0.993611,94.694403,
113,0.982175,0.968012,0.972727,0.979095,0.997352,2.145119,2.145119,0.734410,0.979880,0.991340,0.995692,95.553685,
114,0.980175,0.950308,0.974567,0.983611,0.996244,2.163239,2.163239,0.691070,0.977121,0.990426,0.994350,95.001270,
115,0.979373,0.961371,0.966063,0.984072,0.992940,2.201798,2.201798,0.723277,0.978504,0.990565,0.995329,94.951080,
116,0.976276,0.951383,0.971597,0.974453,0.992449,2.224931,2.224931,0.680042,0.974201,0.988571,0.993133,94.047265,
117,0.981023,0.966191,0.971181,0.980566,0.994197,2.250200,2.250200,0.727677,0.979973,0.992412,0.994225,95.370158,
118,0.978306,0.952411,0.972375,0.978570,0.994118,2.266893,2.266893,0.693861,0.977094,0.989007,0.992919,94.546718,
119,0.979678,0.959899,0.968828,0.979680,0.995629,2.278297,2.278297,0.720372,0.978525,0.990214,0.994785,95.056868,
120,0.978792,0.951579,0.967703,0.981315,0.996122,2.290998,2.290998,0.681984,0.976813,0.990488,0.994792,94.904925,
121,0.982876,0.968505,0.972827,0.981679,0.996038,2.311458,2.311458,0.731824,0.981035,0.992387,0.995038,95.919313,
122,0.976907,0.951906,0.967922,0.977807,0.993013,2.322349,2.322349,0.689579,0.976273,0.989745,0.993784,94.414348,
123,0.980634,0.958216,0.971460,0.982460,0.995117,2.331780,2.331780,0.715833,0.980009,0.990991,0.996288,95.496528,
124,0.978540,0.950724,0.968217,0.979378,0.997954,2.343817,2.343817,0.688670,0.977799,0.990743,0.995459,94.982223,
125,0.982348,0.967787,0.974935,0.979730,0.996642,2.353708,2.353708,0.730206,0.981380,0.992422,0.996461,95.976478,
126,0.977455,0.955739,0.968431,0.978943,0.993202,2.358262,2.358262,0.688232,0.976658,0.990206,0.993231,94.557214,
127,0.979934,0.957738,0.972389,0.981367,0.994854,2.359558,2.359558,0.710703,0.980789,0.992066,0.996612,95.459150,
128,0.977580,0.950763,0.967532,0.979345,0.995685,2.373993,2.376712,0.688891,0.977997,0.990697,0.994142,94.704553,
129,0.984045,0.968143,0.974291,0.983274,0.997956,2.373993,2.373993,0.726247,0.980082,0.991749,0.994814,96.204776,
130,0.978985,0.957235,0.970753,0.980705,0.992844,2.383827,2.383827,0.688704,0.976856,0.989512,0.993511,94.913993,
131,0.978906,0.953745,0.973353,0.980100,0.993008,2.387151,2.387151,0.702111,0.978872,0.990501,0.995111,95.075566,
132,0.978075,0.952372,0.968506,0.982305,0.992353,2.389797,2.398804,0.685029,0.976016,0.988681,0.993691,94.699867,
133,0.982769,0.967208,0.973064,0.984384,0.994405,2.389797,2.389797,0.720627,0.979439,0.991159,0.994594,95.902288,
134,0.975729,0.954570,0.963829,0.974190,0.993348,2.396056,2.396240,0.678539,0.973146,0.987900,0.992921,94.094256,
135,0.976639,0.950997,0.969096,0.978061,0.992020,2.396056,2.396056,0.686656,0.977456,0.990667,0.995841,94.662132,
136,0.974081,0.951911,0.966013,0.976895,0.987722,2.397987,2.398139,0.684043,0.976777,0.990193,0.995585,94.066207,
137,0.982012,0.967887,0.972352,0.983978,0.993800,2.395683,2.397987,0.717746,0.979919,0.992287,0.996023,95.913205,
138,0.977549,0.952990,0.967312,0.981881,0.993345,2.395683,2.395683,0.683355,0.974185,0.988405,0.993577,94.565203,
139,0.979694,0.949485,0.973651,0.983066,0.996340,2.395189,2.396674,0.674829,0.977784,0.990563,0.995351,95.288742,
140,0.977094,0.951236,0.965718,0.979768,0.995084,2.393809,2.395189,0.688409,0.975108,0.989215,0.993529,94.497161,
141,0.983647,0.968138,0.974374,0.981783,0.998260,2.390430,2.393809,0.717734,0.979262,0.990827,0.995402,96.144423,
142,0.976707,0.950631,0.966853,0.975049,0.996422,2.389860,2.390430,0.684393,0.975481,0.989833,0.994846,94.545255,
143,0.980028,0.951193,0.976413,0.980644,0.995439,2.384952,2.389860,0.680744,0.978362,0.990586,0.994353,95.268183,
144,0.976918,0.952297,0.967191,0.979278,0.992395,2.375997,2.384952,0.688747,0.976249,0.990353,0.993527,94.491366,
145,0.982372,0.967198,0.974930,0.981428,0.994515,2.369722,2.375997,0.714177,0.978316,0.990877,0.994309,95.752242,
146,0.979122,0.953165,0.969131,0.981059,0.995444,2.364222,2.369722,0.687838,0.977178,0.989853,0.993508,94.935781,
147,0.978500,0.951202,0.968788,0.980112,0.995209,2.348417,2.364222,0.679017,0.976598,0.989790,0.994208,94.836784,
148,0.976715,0.954776,0.964919,0.977518,0.993183,2.333030,2.348417,0.678631,0.973749,0.988409,0.993510,94.301110,
149,0.980620,0.966581,0.973668,0.978180,0.993422,2.321248,2.333030,0.706790,0.977781,0.990937,0.994963,95.365448,
150,0.978205,0.956663,0.969099,0.978172,0.994637,2.311711,2.321248,0.695347,0.977680,0.990452,0.995634,94.865711,
151,0.976993,0.953946,0.968460,0.979745,0.991744,2.302398,2.311711,0.687172,0.977733,0.989239,0.993537,94.372641,
152,0.977901,0.957887,0.969026,0.979516,0.992352,2.291945,2.302398,0.694252,0.977070,0.989974,0.994351,94.648388,
153,0.981451,0.967402,0.972937,0.982978,0.992576,2.291945,2.291945,0.714369,0.980985,0.992322,0.996393,95.696263,
154,0.980622,0.962097,0.972446,0.982917,0.992740,2.275932,2.292912,0.709849,0.979840,0.991046,0.994977,95.321676,
155,0.980045,0.959697,0.971307,0.983165,0.992501,2.254677,2.275932,0.702135,0.978581,0.990087,0.992653,94.937811,
156,0.980544,0.963398,0.971754,0.980212,0.994083,2.238076,2.254677,0.696913,0.976345,0.989338,0.993947,95.089208,
157,0.981899,0.967646,0.973853,0.980629,0.994145,2.225640,2.238076,0.710984,0.980267,0.991446,0.995186,95.571271,
158,0.981461,0.966002,0.972578,0.981691,0.993423,2.209838,2.225640,0.713379,0.979257,0.990384,0.994323,95.333745,
159,0.981057,0.964617,0.970080,0.983109,0.993209,2.193866,2.209838,0.710609,0.979625,0.991208,0.994881,95.309940,
160,0.979769,0.964789,0.972923,0.978694,0.991143,2.173727,2.193866,0.700265,0.976198,0.989446,0.993902,94.837811,
161,0.980837,0.966283,0.971475,0.980091,0.993098,2.155429,2.173727,0.706274,0.979605,0.991969,0.995841,95.326343,
162,0.980683,0.965830,0.971958,0.981154,0.991799,2.142850,2.155429,0.707980,0.978048,0.990327,0.995298,95.152448,
163,0.979597,0.962873,0.972078,0.980341,0.990833,2.130138,2.142850,0.702403,0.978605,0.990898,0.994355,94.855022,
164,0.980050,0.965935,0.972229,0.980686,0.990680,2.121931,2.130138,0.701454,0.977643,0.990281,0.995057,94.968383,
165,0.979746,0.965822,0.973593,0.979132,0.990540,2.103998,2.121931,0.702589,0.979177,0.991304,0.994804,94.910537,
166,0.978369,0.962446,0.969996,0.980174,0.989793,2.094070,2.103998,0.698124,0.976861,0.989396,0.993418,94.395219,
167,0.977950,0.956173,0.968680,0.978161,0.994182,2.080344,2.094070,0.685546,0.977767,0.989715,0.994535,94.402063,
168,0.977653,0.959297,0.967756,0.978036,0.992508,2.072330,2.080344,0.687692,0.975949,0.988805,0.993473,94.192927,
169,0.980085,0.963850,0.974247,0.979816,0.991898,2.060551,2.072330,0.698218,0.978214,0.990088,0.994367,94.838090,
170,0.975950,0.955391,0.967057,0.977801,0.989903,2.038588,2.060551,0.680006,0.972854,0.986487,0.991743,93.531620,
171,0.973878,0.948184,0.964553,0.977799,0.988569,2.022656,2.038588,0.672894,0.975008,0.988344,0.993344,93.286702,
172,0.972862,0.953373,0.960831,0.975201,0.987086,1.998977,2.022656,0.670799,0.971269,0.986526,0.992773,92.897422,
173,0.979220,0.963282,0.971889,0.981675,0.988899,1.981675,1.998977,0.696212,0.976172,0.989469,0.993268,94.426654,
174,0.975809,0.950247,0.967410,0.979841,0.989313,1.968086,1.981675,0.676717,0.974748,0.988002,0.992711,93.566492,
175,0.977056,0.946813,0.972431,0.980136,0.991074,1.951115,1.968086,0.658477,0.975301,0.988333,0.993008,93.870819,
176,0.975146,0.946845,0.965844,0.979270,0.990031,1.934574,1.951115,0.660688,0.974521,0.988617,0.993497,93.482813,
177,0.979159,0.964964,0.970675,0.980306,0.989335,1.920107,1.934574,0.694328,0.976731,0.989374,0.994556,94.437846,
178,0.973545,0.946829,0.963511,0.976420,0.988762,1.901138,1.920107,0.656966,0.971932,0.985643,0.991746,92.814623,
179,0.977397,0.948294,0.971345,0.977266,0.993527,1.897543,1.901138,0.646370,0.973268,0.987003,0.991715,93.716998,
180,0.972906,0.943378,0.965209,0.973132,0.989866,1.890813,1.897543,0.652093,0.973444,0.986584,0.992542,92.778868,
181,0.978577,0.965426,0.970319,0.977820,0.989360,1.880961,1.890813,0.690083,0.975969,0.987870,0.992312,94.014234,
182,0.973608,0.948245,0.964019,0.977589,0.987104,1.880298,1.880961,0.655873,0.973114,0.986967,0.991488,92.845360,
183,0.976254,0.944913,0.970589,0.977371,0.992175,1.877775,1.880298,0.647110,0.973282,0.986874,0.991049,93.384588,
184,0.972585,0.947246,0.961228,0.973860,0.988951,1.874402,1.877775,0.650540,0.970529,0.984660,0.989900,92.382075,
185,0.978214,0.964096,0.972118,0.977216,0.988448,1.874184,1.874402,0.688467,0.974468,0.987725,0.991687,93.865355,
186,0.976442,0.953771,0.967730,0.977420,0.990515,1.871748,1.874184,0.662945,0.972060,0.986713,0.990975,93.386000,
187,0.975232,0.946124,0.968329,0.978343,0.989673,1.871748,1.871748,0.641908,0.971947,0.986495,0.991310,93.159715,
188,0.971573,0.949508,0.961950,0.973419,0.985456,1.863854,1.874585,0.647803,0.968488,0.984394,0.988870,92.050793,
189,0.977372,0.963610,0.968574,0.979499,0.987041,1.856606,1.863854,0.686750,0.974727,0.988040,0.992196,93.717257,
190,0.979566,0.958210,0.967230,0.980531,0.995838,1.851487,1.856606,0.660255,0.971741,0.987998,0.992575,94.224186,
191,0.973228,0.944544,0.965557,0.977212,0.988151,1.846605,1.851487,0.648291,0.972961,0.987319,0.993155,92.876602,
192,0.972748,0.952930,0.963058,0.972508,0.987994,1.831955,1.846605,0.642791,0.969509,0.986746,0.992350,92.656862,
193,0.979211,0.964646,0.971572,0.979669,0.990170,1.827455,1.831955,0.686063,0.976156,0.990149,0.995235,94.423554,
194,0.974185,0.952125,0.966290,0.975344,0.987964,1.817487,1.827455,0.654201,0.972012,0.987642,0.993842,93.107568,
195,0.974894,0.948910,0.963687,0.979568,0.989419,1.817487,1.817487,0.656173,0.973134,0.987125,0.991905,93.084977,
196,0.975245,0.950149,0.966553,0.975760,0.990642,1.806025,1.817758,0.646216,0.967479,0.982903,0.989862,92.784180,
197,0.978792,0.964009,0.971578,0.979618,0.988346,1.796653,1.806025,0.687712,0.973885,0.986999,0.991890,93.874229,
198,0.973766,0.944470,0.967235,0.976282,0.987426,1.788251,1.796653,0.631226,0.971479,0.986853,0.992721,92.876063,
199,0.977179,0.957440,0.965365,0.974842,0.992453,1.778507,1.788251,0.667667,0.971507,0.986279,0.991940,93.480001,
200,0.974915,0.944208,0.967136,0.975414,0.990307,1.770080,1.778507,0.630404,0.970265,0.984757,0.990227,92.805261,
201,0.979148,0.966084,0.970608,0.977064,0.989634,1.770080,1.770080,0.689423,0.974248,0.986696,0.991732,93.891799,
202,0.976897,0.944497,0.971013,0.979271,0.990695,1.769013,1.774593,0.630775,0.972406,0.986585,0.991678,93.437901,
203,0.977650,0.963163,0.967502,0.978684,0.987597,1.759734,1.769013,0.687906,0.972863,0.987028,0.992732,93.644269,
204,0.975033,0.943374,0.970068,0.976220,0.989107,1.751468,1.759734,0.628220,0.970188,0.985042,0.991543,92.927792,
205,0.976896,0.964049,0.967321,0.976761,0.986931,1.742275,1.751468,0.688232,0.973955,0.987170,0.992483,93.448963,
206,0.975970,0.945524,0.972282,0.977518,0.989016,1.732919,1.742275,0.634673,0.973136,0.986511,0.991353,93.161176,
207,0.977670,0.964784,0.969638,0.976356,0.987968,1.732919,1.732919,0.688966,0.971108,0.985881,0.992357,93.525871,
208,0.974083,0.943438,0.972432,0.977107,0.985377,1.728668,1.735389,0.627650,0.969596,0.984764,0.991172,92.650124,
209,0.975520,0.963534,0.968165,0.976109,0.983908,1.728346,1.728668,0.684681,0.972976,0.986657,0.992226,93.088322,
210,0.973247,0.944761,0.969237,0.976022,0.985239,1.728346,1.728346,0.631184,0.970298,0.985451,0.991082,92.490772,
211,0.975478,0.963008,0.965417,0.975350,0.986302,1.732667,1.736153,0.683909,0.970410,0.985420,0.992227,93.020602,
212,0.974133,0.943585,0.967587,0.977099,0.988854,1.727172,1.732667,0.629971,0.970932,0.986162,0.992588,92.837043,
213,0.975442,0.962512,0.963831,0.976053,0.987382,1.726086,1.727172,0.683587,0.972882,0.987215,0.991882,93.066174,
214,0.972410,0.943101,0.964337,0.972305,0.990556,1.723076,1.726086,0.630019,0.968943,0.985396,0.991881,92.361360,
215,0.973314,0.954644,0.962712,0.973211,0.988366,1.703262,1.723076,0.674759,0.970281,0.985791,0.991641,92.490971,
216,0.971324,0.942308,0.965976,0.971952,0.987336,1.694026,1.703262,0.624699,0.967860,0.984908,0.992066,92.085633,
217,0.975980,0.963528,0.966715,0.975350,0.987618,1.687316,1.694026,0.682241,0.972830,0.986952,0.992663,93.185401,
