Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
18,0.977685,0.985723,0.975012,0.975191,0.966983,2.524343,2.524343,0.926982,0.997385,0.999165,0.999378,95.846074,
19,0.980309,0.985807,0.978090,0.977316,0.975482,2.781091,2.781091,0.926390,0.997641,0.999145,0.999280,96.751533,
20,0.979852,0.986530,0.978409,0.979216,0.969013,3.062274,3.063081,0.924148,0.997212,0.998875,0.999233,97.003388,
21,0.979723,0.983376,0.977521,0.978133,0.977551,3.062274,3.062274,0.916531,0.997386,0.999012,0.999360,96.985497,
22,0.978563,0.982575,0.977399,0.979403,0.971688,3.258017,3.258017,0.912750,0.997985,0.999586,1.000080,97.072463,
23,0.977703,0.981919,0.976517,0.975696,0.973961,3.461741,3.461741,0.908268,0.997266,0.999244,0.999677,97.095892,
24,0.981781,0.986852,0.979973,0.979554,0.977872,3.606534,3.611025,0.912475,0.997230,0.999067,0.999523,98.160550,
25,0.976804,0.980141,0.971554,0.974241,0.980783,3.606534,3.606534,0.898145,0.996519,0.999395,0.999995,97.106991,
26,0.978499,0.981230,0.974430,0.975634,0.982249,3.892299,3.892299,0.895933,0.996352,0.999063,0.999792,97.814769,
27,0.976171,0.978749,0.973499,0.974715,0.977010,4.050788,4.050788,0.887141,0.995442,0.998563,0.999450,97.447537,
28,0.981955,0.984983,0.979396,0.977896,0.984727,4.179959,4.179959,0.896111,0.995594,0.998462,0.999302,98.873702,
29,0.977398,0.977309,0.977216,0.975290,0.979834,4.326341,4.326341,0.876689,0.994250,0.997806,0.998673,97.957752,
30,0.978532,0.981343,0.976308,0.974370,0.981401,4.443769,4.443769,0.878937,0.993399,0.997828,0.999045,98.385415,
31,0.979207,0.977699,0.979180,0.979462,0.980858,4.617793,4.617793,0.866772,0.993044,0.996976,0.998099,98.626857,
32,0.981598,0.983816,0.978737,0.980392,0.983070,4.795991,4.795991,0.879570,0.993037,0.996972,0.998049,99.387779,
33,0.978438,0.973678,0.978708,0.979300,0.982867,4.957288,4.957288,0.858910,0.992988,0.997494,0.999180,98.991276,
34,0.976852,0.973833,0.972394,0.979469,0.982146,5.075628,5.075628,0.856922,0.991342,0.996622,0.998627,98.700010,
35,0.976636,0.969101,0.973494,0.981237,0.983306,5.242165,5.242165,0.851094,0.991507,0.996988,0.998186,98.837999,
36,0.980294,0.980453,0.977449,0.981404,0.981738,5.395790,5.395790,0.861959,0.991078,0.996390,0.997777,99.783462,
37,0.975673,0.967759,0.973236,0.979144,0.982646,5.614794,5.614794,0.838770,0.989787,0.995927,0.997566,98.974080,
38,0.979537,0.969249,0.980089,0.979489,0.989010,5.698855,5.698855,0.837341,0.988496,0.995137,0.996821,99.821814,
39,0.981015,0.972911,0.975951,0.983517,0.990652,5.846363,5.846363,0.840889,0.988367,0.994719,0.996813,100.000000,
40,0.985406,0.980171,0.977880,0.986949,0.994925,6.036158,6.036158,0.847978,0.989318,0.995377,0.997418,100.000000,
41,0.984891,0.976824,0.977031,0.984595,0.998463,6.217543,6.217543,0.837047,0.986607,0.993595,0.995797,100.000000,
42,0.982595,0.975070,0.974704,0.981443,0.996387,6.377088,6.377088,0.827808,0.984116,0.992204,0.994886,100.000000,
43,0.982582,0.975461,0.973533,0.985632,0.993102,6.568257,6.568257,0.824897,0.984358,0.993032,0.995697,100.000000,
44,0.982899,0.978438,0.976942,0.986371,0.988000,6.707191,6.707191,0.827430,0.984756,0.992497,0.994545,100.000000,
45,0.981238,0.970750,0.974080,0.983362,0.993209,6.874578,6.874578,0.813664,0.981726,0.990822,0.993694,100.000000,
46,0.978438,0.964915,0.972717,0.982158,0.989910,7.044370,7.044370,0.801047,0.979107,0.989343,0.992938,100.000000,
47,0.978583,0.964113,0.970110,0.983466,0.991239,7.247169,7.247169,0.795908,0.979409,0.989479,0.993014,100.000000,
48,0.983437,0.976686,0.977085,0.985547,0.990998,7.394895,7.394895,0.808345,0.980874,0.990408,0.993484,100.000000,
49,0.977460,0.963140,0.969334,0.982457,0.989033,7.617452,7.617452,0.797839,0.980732,0.990276,0.993944,100.000000,
50,0.986363,0.976863,0.980207,0.992718,0.991919,0.890435,7.748924,0.809881,0.983743,0.992723,0.995500,94.870162,
51,0.977353,0.959373,0.971233,0.984621,0.987502,0.890435,0.890435,0.786890,0.979641,0.990682,0.994187,92.705346,
52,0.978184,0.959067,0.975775,0.983681,0.987840,0.929830,0.929830,0.790528,0.979380,0.989922,0.992898,92.798010,
53,0.975766,0.960925,0.971766,0.977604,0.986826,0.956358,0.956358,0.780158,0.976960,0.989161,0.993782,92.338718,
54,0.983810,0.973879,0.979514,0.983860,0.993078,0.989118,0.989118,0.809800,0.984219,0.992612,0.995284,94.425549,
55,0.976254,0.956584,0.973144,0.978209,0.988999,1.018534,1.018534,0.775202,0.979190,0.990872,0.995151,92.723604,
56,0.978824,0.964739,0.970412,0.984802,0.988396,1.052279,1.052279,0.790082,0.980956,0.991767,0.995771,93.417191,
57,0.977460,0.955897,0.971930,0.983630,0.989524,1.089738,1.089738,0.777860,0.979383,0.991211,0.994984,93.079801,
58,0.983857,0.973467,0.978196,0.986166,0.992577,1.120357,1.120357,0.806843,0.983873,0.993138,0.995887,94.679768,
59,0.976640,0.956952,0.969399,0.982803,0.989057,1.159856,1.159856,0.777050,0.978532,0.991103,0.995086,92.993494,
60,0.976601,0.955336,0.972667,0.980311,0.990191,1.197841,1.197841,0.782653,0.981567,0.992262,0.994932,93.085217,
61,0.975943,0.958050,0.968060,0.980358,0.989717,1.234188,1.234188,0.785122,0.979030,0.990389,0.994737,92.878936,
62,0.983535,0.972419,0.978566,0.984383,0.993888,1.275961,1.275961,0.805043,0.984981,0.993381,0.995912,94.833247,
63,0.976782,0.957000,0.970514,0.980005,0.990869,1.311000,1.311000,0.780765,0.979021,0.990132,0.994417,93.125904,
64,0.976450,0.956642,0.969293,0.981487,0.989415,1.350054,1.350054,0.780784,0.980790,0.991529,0.995561,93.266332,
65,0.976474,0.962952,0.968058,0.979320,0.988140,1.390188,1.390188,0.781817,0.977453,0.989547,0.994402,93.128085,
66,0.983224,0.972854,0.977698,0.983302,0.993390,1.425100,1.425100,0.799419,0.984203,0.993179,0.995839,94.944253,
67,0.976369,0.964492,0.967142,0.976911,0.989699,1.462224,1.462224,0.781372,0.978675,0.989745,0.994381,93.211725,
68,0.973935,0.961679,0.965274,0.976952,0.985435,1.497121,1.497121,0.775305,0.978610,0.990359,0.995184,92.821885,
69,0.975293,0.963473,0.965878,0.980236,0.985747,1.534075,1.534075,0.771504,0.975427,0.988878,0.993477,92.949966,
70,0.981174,0.972563,0.975302,0.981989,0.990661,1.573516,1.573516,0.793573,0.983400,0.992643,0.995796,94.662563,
71,0.973762,0.959978,0.965050,0.974616,0.988021,1.616109,1.616109,0.768398,0.975003,0.988296,0.992359,92.607920,
72,0.974320,0.954740,0.965973,0.976714,0.990066,1.652290,1.652290,0.766168,0.978139,0.990274,0.995073,93.095219,
73,0.973414,0.957770,0.965359,0.973255,0.988657,1.691815,1.691815,0.762637,0.975037,0.988455,0.993156,92.703346,
74,0.982270,0.972897,0.975146,0.981256,0.993808,1.726646,1.726646,0.787093,0.983191,0.992872,0.996190,95.142957,
75,0.974068,0.955503,0.966168,0.975857,0.989409,1.769217,1.769217,0.762795,0.976773,0.989206,0.993689,93.028758,
76,0.973949,0.953067,0.964723,0.977704,0.990515,1.807532,1.807532,0.761774,0.978782,0.990851,0.995333,93.266195,
77,0.973468,0.955081,0.965793,0.977060,0.987982,1.849750,1.849750,0.751156,0.974340,0.988451,0.993594,92.955203,
78,0.980500,0.970418,0.973128,0.982404,0.990528,1.886316,1.886316,0.782858,0.982930,0.992689,0.996496,94.981574,
79,0.973142,0.951599,0.966742,0.974669,0.989256,1.938673,1.938673,0.751956,0.976272,0.989055,0.993969,93.063466,
80,0.974566,0.954067,0.962244,0.977993,0.992274,1.978812,1.978812,0.758410,0.978923,0.991187,0.993874,93.520861,
81,0.975270,0.956048,0.967184,0.978362,0.989682,2.027858,2.027858,0.745086,0.973996,0.988894,0.993887,93.619541,
82,0.982420,0.971429,0.977384,0.983088,0.992195,2.073992,2.073992,0.777305,0.982430,0.992382,0.995902,95.580379,
83,0.976467,0.955113,0.969309,0.981160,0.990457,2.121638,2.121638,0.744813,0.974551,0.988092,0.992589,93.862666,
84,0.976333,0.959766,0.965093,0.980906,0.990625,2.168731,2.168731,0.760435,0.979471,0.990967,0.994231,94.170462,
85,0.976188,0.955064,0.969552,0.979268,0.990939,2.222840,2.222840,0.748083,0.976504,0.989457,0.994505,94.153530,
86,0.982520,0.971343,0.974125,0.983621,0.993920,2.270764,2.270764,0.776658,0.982817,0.992490,0.995728,95.849542,
87,0.974043,0.955221,0.964495,0.977035,0.989050,2.320467,2.320467,0.745814,0.975299,0.988767,0.993136,93.667435,
88,0.973459,0.951891,0.965351,0.978201,0.988008,2.367176,2.367176,0.750393,0.978477,0.990360,0.994151,93.764669,
89,0.972435,0.952672,0.959067,0.976000,0.990867,2.410047,2.410047,0.737276,0.973400,0.988593,0.993573,93.454446,
90,0.981904,0.970595,0.975334,0.984061,0.991379,2.455909,2.455909,0.773534,0.983210,0.992893,0.996209,96.012685,
91,0.975051,0.954613,0.966677,0.978712,0.989717,2.500995,2.500995,0.747152,0.976579,0.989736,0.993243,94.173895,
92,0.977017,0.954472,0.968591,0.980893,0.992243,2.548441,2.548441,0.745977,0.978732,0.991054,0.996022,94.953362,
93,0.974784,0.955594,0.962386,0.976179,0.992721,2.593684,2.593684,0.742134,0.975769,0.989744,0.994296,94.316534,
94,0.981875,0.970351,0.975276,0.983155,0.992148,2.645601,2.645601,0.761962,0.982036,0.992491,0.995584,96.177306,
95,0.975791,0.954752,0.967618,0.980232,0.989839,2.703722,2.703722,0.745315,0.978587,0.990753,0.994817,94.773823,
96,0.977248,0.956806,0.969603,0.980273,0.991483,2.764698,2.764698,0.747071,0.979963,0.991323,0.995408,95.247206,
97,0.975340,0.957253,0.964629,0.977339,0.991421,2.817729,2.817729,0.737606,0.975098,0.989359,0.994405,94.712160,
98,0.983313,0.970690,0.974859,0.984636,0.994562,2.870904,2.870904,0.763630,0.982630,0.992694,0.995491,96.783716,
99,0.976449,0.956126,0.966530,0.978729,0.992238,2.921181,2.921181,0.742585,0.977208,0.989884,0.994256,95.104546,
100,0.976269,0.954533,0.966921,0.979381,0.992573,2.965023,2.965023,0.745328,0.980392,0.991244,0.995171,95.268481,
101,0.975422,0.957021,0.964627,0.977961,0.990859,3.006694,3.006694,0.736067,0.975364,0.989018,0.993661,94.895975,
102,0.983012,0.969060,0.974852,0.984877,0.994615,3.056840,3.056840,0.757542,0.982274,0.992106,0.996361,96.997111,
103,0.976356,0.956368,0.964705,0.979630,0.992039,3.097412,3.097412,0.739658,0.977669,0.989888,0.993719,95.266845,
104,0.976650,0.954658,0.966224,0.980787,0.991460,3.140618,3.140618,0.739902,0.979192,0.990945,0.995800,95.606350,
105,0.975475,0.958724,0.963685,0.979622,0.989398,3.185504,3.185504,0.729197,0.973390,0.988652,0.994765,95.198449,
106,0.981836,0.967609,0.975222,0.983555,0.992765,3.229672,3.229672,0.754163,0.981416,0.992072,0.996330,96.952416,
107,0.976996,0.957587,0.964869,0.980806,0.992447,3.268053,3.268053,0.736726,0.976710,0.989602,0.994566,95.673245,
108,0.977506,0.954817,0.965587,0.982200,0.993520,3.312426,3.312426,0.740219,0.978995,0.990814,0.994735,95.917810,
109,0.977450,0.959465,0.964462,0.981085,0.992167,3.358626,3.358626,0.734502,0.975516,0.988718,0.994375,95.826751,
110,0.982006,0.969573,0.974282,0.984260,0.991955,3.400946,3.400946,0.753849,0.981735,0.992116,0.995360,97.132197,
111,0.975601,0.959146,0.966382,0.981193,0.986026,3.444645,3.444645,0.735969,0.977074,0.990019,0.994810,95.631792,
112,0.976017,0.955794,0.965647,0.979553,0.991043,3.494521,3.494521,0.735111,0.978214,0.990279,0.995447,95.852896,
113,0.976582,0.958759,0.966469,0.979983,0.989782,3.547709,3.547709,0.728296,0.974119,0.988485,0.993420,95.782643,
114,0.983272,0.968472,0.974466,0.985225,0.995002,3.586388,3.586388,0.745585,0.980963,0.991657,0.995942,97.664447,
115,0.977953,0.958234,0.967652,0.980947,0.992336,3.643078,3.643078,0.729522,0.976493,0.989490,0.993850,96.290097,
116,0.977076,0.955691,0.967081,0.981651,0.991462,3.688948,3.688948,0.730483,0.977885,0.990317,0.994806,96.276128,
117,0.975643,0.957659,0.965918,0.979600,0.988657,3.726161,3.726161,0.722761,0.974126,0.988361,0.993813,95.827567,
118,0.982366,0.967964,0.975871,0.984022,0.992850,3.758237,3.758237,0.742179,0.980860,0.991881,0.995577,97.662803,
119,0.978530,0.958201,0.969588,0.983277,0.990754,3.784616,3.784616,0.727902,0.977399,0.989880,0.994242,96.645777,
120,0.979268,0.957890,0.969054,0.983452,0.993302,3.811535,3.811535,0.726236,0.977467,0.990030,0.994664,96.880936,
121,0.976876,0.957431,0.966331,0.980750,0.990396,3.846879,3.846879,0.717874,0.974339,0.988834,0.993827,96.269600,
122,0.982169,0.967650,0.974305,0.985485,0.992332,3.873302,3.873302,0.740125,0.980908,0.991913,0.996082,97.806213,
123,0.977029,0.955842,0.967198,0.981267,0.991266,3.899552,3.899552,0.722015,0.976803,0.989605,0.994357,96.456132,
124,0.978865,0.957280,0.969065,0.983147,0.992667,3.918803,3.918803,0.723609,0.978931,0.991280,0.995275,97.037990,
125,0.976815,0.955781,0.965113,0.981690,0.991235,3.944871,3.944871,0.711768,0.974742,0.989136,0.993289,96.349870,
126,0.981402,0.967345,0.972454,0.983722,0.992397,3.960764,3.960764,0.734009,0.980453,0.991673,0.995254,97.667940,
127,0.977895,0.955192,0.967262,0.980192,0.994622,3.974371,3.974371,0.720193,0.977615,0.990507,0.994822,96.818764,
128,0.978696,0.956601,0.969043,0.983557,0.992587,3.996316,3.996316,0.719343,0.978049,0.990370,0.995025,97.032849,
129,0.977518,0.956370,0.967631,0.981033,0.992049,4.012725,4.012725,0.711958,0.975438,0.989067,0.993844,96.631855,
130,0.982640,0.968119,0.972971,0.985758,0.993756,4.024938,4.024938,0.732638,0.980902,0.991722,0.995395,98.033585,
131,0.977793,0.956554,0.968514,0.981708,0.991436,4.042347,4.042347,0.710797,0.975581,0.989368,0.994163,96.768121,
132,0.978505,0.956963,0.968248,0.983035,0.992033,4.058445,4.058445,0.713492,0.977488,0.990299,0.995227,97.078527,
133,0.975265,0.956029,0.964421,0.976918,0.990734,4.066967,4.066967,0.699779,0.972647,0.988037,0.993668,96.136477,
134,0.982192,0.966839,0.973879,0.984286,0.993952,4.077778,4.077778,0.728100,0.980538,0.992046,0.995515,98.023231,
135,0.978884,0.954984,0.970463,0.983733,0.992553,4.084103,4.084103,0.706137,0.977577,0.990078,0.994487,97.123242,
136,0.978537,0.958730,0.966558,0.982750,0.993061,4.093844,4.093844,0.713331,0.977912,0.990833,0.995697,97.192756,
137,0.977263,0.954881,0.969114,0.980332,0.991545,4.104464,4.104464,0.696853,0.974353,0.989219,0.994889,96.775495,
138,0.983163,0.968161,0.972311,0.985419,0.995866,4.106714,4.106714,0.727349,0.981067,0.992162,0.995763,98.298608,
139,0.979969,0.957540,0.971701,0.984032,0.993112,4.110807,4.110893,0.704797,0.977082,0.989902,0.994790,97.407114,
140,0.979274,0.960816,0.967477,0.981864,0.994149,4.110807,4.110807,0.711971,0.977962,0.990770,0.995706,97.372613,
141,0.977979,0.954612,0.969933,0.981582,0.992103,4.115952,4.116148,0.697940,0.974950,0.988715,0.993617,96.823298,
142,0.982734,0.967468,0.973276,0.985859,0.994188,4.115952,4.115952,0.722677,0.980503,0.991494,0.995224,98.139821,
143,0.978447,0.955808,0.971545,0.983292,0.990300,4.115695,4.117281,0.700624,0.976921,0.989690,0.994617,97.057142,
144,0.978853,0.959638,0.968843,0.981246,0.993041,4.111900,4.115695,0.706973,0.976952,0.989720,0.994899,97.165563,
145,0.977239,0.954981,0.966838,0.980602,0.992245,4.105647,4.111900,0.694707,0.974833,0.988697,0.993097,96.606492,
146,0.982118,0.967535,0.973048,0.985330,0.992751,4.096762,4.105647,0.718892,0.980386,0.991614,0.994850,97.955481,
147,0.977694,0.956206,0.968296,0.981994,0.990817,4.084261,4.096762,0.698784,0.976494,0.989270,0.993585,96.750784,
148,0.978431,0.956983,0.969300,0.982482,0.991704,4.069105,4.084261,0.701167,0.977306,0.989968,0.994069,96.966051,
149,0.977363,0.955456,0.967050,0.982133,0.991155,4.056998,4.069105,0.692596,0.975008,0.988687,0.993196,96.581538,
150,0.982488,0.967234,0.973617,0.985634,0.993363,4.041080,4.056998,0.717474,0.980804,0.991852,0.995357,98.020050,
151,0.977621,0.955293,0.967915,0.981293,0.991793,4.030181,4.041080,0.694128,0.976234,0.989541,0.994119,96.721860,
152,0.979371,0.955521,0.971138,0.983433,0.992935,4.014206,4.030181,0.695265,0.977872,0.990620,0.994657,97.181481,
153,0.978119,0.956850,0.967959,0.982789,0.991427,4.006649,4.014206,0.697237,0.976535,0.989451,0.993519,96.750172,
154,0.982357,0.967453,0.973636,0.985443,0.992966,3.989662,4.006649,0.715684,0.980817,0.992108,0.995111,97.918963,
155,0.977873,0.958013,0.968260,0.981245,0.991119,3.969054,3.989662,0.699513,0.976799,0.989790,0.994576,96.751277,
156,0.978906,0.958223,0.969051,0.983159,0.991998,3.949429,3.969054,0.693950,0.977186,0.990185,0.995058,97.010019,
157,0.978871,0.960299,0.967548,0.982708,0.992232,3.931839,3.949429,0.696393,0.976247,0.989521,0.994986,96.941296,
158,0.982289,0.967354,0.973721,0.984961,0.992923,3.912716,3.931839,0.711942,0.980222,0.991761,0.995528,97.823403,
159,0.979704,0.961672,0.969466,0.983007,0.992173,3.894854,3.912716,0.700456,0.976498,0.989135,0.993338,96.928102,
160,0.978427,0.957919,0.967245,0.981947,0.992690,3.867592,3.894854,0.691402,0.976403,0.990050,0.994765,96.771603,
161,0.978235,0.961333,0.968003,0.981008,0.991029,3.843107,3.867592,0.689418,0.974074,0.988382,0.993569,96.519780,
162,0.982500,0.967009,0.973863,0.985437,0.993499,3.820296,3.843107,0.706226,0.979830,0.991231,0.995683,97.741107,
163,0.980453,0.961642,0.970592,0.984160,0.993104,3.799434,3.820296,0.698303,0.977375,0.989877,0.994641,97.114471,
164,0.979630,0.959674,0.969310,0.982621,0.993951,3.777485,3.799434,0.690669,0.976595,0.990133,0.994257,96.885589,
165,0.978660,0.958774,0.968175,0.982149,0.992463,3.753186,3.777485,0.687883,0.975517,0.989185,0.993478,96.535132,
166,0.981944,0.965745,0.974276,0.985003,0.992253,3.729105,3.753186,0.703055,0.979736,0.991362,0.994900,97.448670,
167,0.978773,0.957136,0.968552,0.983676,0.991525,3.704865,3.729105,0.687823,0.975687,0.989511,0.994237,96.576205,
168,0.977952,0.953587,0.969246,0.980492,0.993050,3.684540,3.704865,0.684581,0.977246,0.990268,0.994917,96.467615,
169,0.976794,0.952577,0.966728,0.980964,0.991584,3.659247,3.684540,0.682654,0.975503,0.988927,0.994205,96.060470,
170,0.981426,0.965819,0.972780,0.984541,0.992078,3.627594,3.659247,0.703145,0.978888,0.990590,0.994819,97.164735,
171,0.975888,0.952490,0.968532,0.980258,0.988603,3.600993,3.627594,0.678498,0.973355,0.987020,0.992508,95.562219,
172,0.976694,0.952870,0.970448,0.981371,0.988441,3.569806,3.600993,0.674862,0.975152,0.988148,0.993497,95.836635,
173,0.975429,0.950638,0.967446,0.980809,0.988345,3.540307,3.569806,0.670839,0.973248,0.987721,0.993201,95.475833,
174,0.980706,0.966757,0.973017,0.983472,0.990298,3.515979,3.540307,0.700366,0.977752,0.989725,0.993939,96.754697,
175,0.977421,0.954003,0.970057,0.983032,0.988927,3.489641,3.515979,0.675711,0.974552,0.987702,0.992036,95.755436,
176,0.977843,0.954949,0.970314,0.981387,0.990931,3.463352,3.489641,0.674684,0.975607,0.989185,0.993715,96.020037,
177,0.976514,0.953452,0.967490,0.980130,0.990310,3.440718,3.463352,0.665382,0.972929,0.987991,0.992514,95.545798,
178,0.981274,0.966300,0.972538,0.982780,0.992825,3.415884,3.440718,0.697952,0.978134,0.990350,0.994255,96.808569,
179,0.977694,0.952912,0.972714,0.981693,0.989409,3.400387,3.415884,0.667740,0.973972,0.988547,0.993199,95.835331,
180,0.977803,0.958656,0.967329,0.980914,0.991364,3.379434,3.400387,0.677672,0.973346,0.988005,0.993752,95.847826,
181,0.976372,0.951278,0.970321,0.980338,0.989361,3.360527,3.379434,0.655520,0.972063,0.987886,0.992912,95.443562,
182,0.979923,0.966296,0.971827,0.980710,0.991417,3.352085,3.360527,0.694834,0.977374,0.990068,0.994053,96.403187,
183,0.978837,0.955510,0.972776,0.982234,0.991330,3.340071,3.352085,0.666315,0.974946,0.989174,0.993955,96.102158,
184,0.977843,0.959884,0.969369,0.980039,0.990334,3.325838,3.340071,0.681691,0.974541,0.988722,0.993588,95.811974,
185,0.976399,0.951552,0.969648,0.980642,0.989359,3.321547,3.325838,0.657523,0.973035,0.987886,0.993484,95.449999,
186,0.980623,0.966920,0.972400,0.983773,0.990053,3.308486,3.321547,0.695923,0.977531,0.989619,0.993723,96.454956,
187,0.976343,0.953959,0.967778,0.981845,0.988098,3.306885,3.308486,0.659199,0.971091,0.987248,0.993155,95.356609,
188,0.976266,0.954228,0.967809,0.982188,0.987292,3.292253,3.306885,0.673211,0.973241,0.987665,0.993306,95.355312,
189,0.974202,0.949667,0.964610,0.978763,0.988391,3.277414,3.292253,0.656113,0.971541,0.987184,0.993062,94.848143,
190,0.980619,0.966897,0.971692,0.982464,0.991462,3.263235,3.277414,0.692642,0.976513,0.989369,0.994156,96.417595,
191,0.975515,0.955105,0.964653,0.979413,0.989030,3.255533,3.263235,0.657865,0.968192,0.985415,0.991856,94.917230,
192,0.977125,0.949205,0.972311,0.981820,0.989654,3.236025,3.255533,0.658110,0.973207,0.987371,0.992891,95.431670,
193,0.975497,0.951208,0.965619,0.981029,0.988680,3.226707,3.236025,0.669241,0.972725,0.986744,0.992095,94.967979,
194,0.980672,0.967229,0.973908,0.982628,0.989632,3.211865,3.226707,0.695696,0.976984,0.989199,0.993687,96.320902,
195,0.974877,0.948717,0.966232,0.979488,0.988789,3.197971,3.211865,0.660325,0.971574,0.987263,0.993135,94.903819,
196,0.977533,0.950521,0.972816,0.980974,0.990385,3.181887,3.197971,0.655608,0.973212,0.987300,0.992518,95.421406,
197,0.974540,0.952406,0.965870,0.977576,0.987999,3.163675,3.181887,0.664254,0.970818,0.985870,0.991569,94.595773,
198,0.980123,0.967955,0.973212,0.982011,0.988825,3.148819,3.163675,0.694805,0.976276,0.988445,0.992600,95.998722,
199,0.975948,0.954381,0.968543,0.979559,0.988080,3.126642,3.148819,0.666445,0.972410,0.986907,0.991762,94.922070,
200,0.975851,0.951794,0.966977,0.981591,0.988164,3.115335,3.126642,0.661535,0.972712,0.986602,0.991535,94.858619,
201,0.976410,0.957599,0.967413,0.979615,0.988438,3.107138,3.115335,0.666796,0.969768,0.985518,0.991443,94.900583,
202,0.979974,0.966182,0.973293,0.981616,0.989385,3.093490,3.107138,0.694116,0.975914,0.988008,0.992190,95.843284,
203,0.977070,0.961073,0.969198,0.979421,0.987432,3.078271,3.093490,0.684778,0.972874,0.986620,0.991772,95.087985,
204,0.976775,0.959329,0.966932,0.980010,0.988071,3.059799,3.078271,0.677325,0.972960,0.986965,0.991877,95.027861,
205,0.976193,0.962417,0.968975,0.979150,0.984473,3.037942,3.059799,0.674343,0.970075,0.985316,0.991032,94.723238,
206,0.978231,0.966999,0.972971,0.980367,0.984917,3.021662,3.037942,0.693120,0.975446,0.987818,0.992083,95.355302,
207,0.977925,0.963957,0.970096,0.980982,0.986744,3.012094,3.021662,0.687923,0.972210,0.986093,0.991318,95.127541,
208,0.976183,0.961402,0.966829,0.977857,0.987691,2.997166,3.012094,0.679941,0.971124,0.985938,0.991549,94.740911,
209,0.977417,0.963148,0.970575,0.979614,0.986744,2.986830,2.997166,0.679889,0.971157,0.986103,0.992233,95.058434,
210,0.978173,0.966357,0.971156,0.979100,0.987513,2.983618,2.986830,0.690913,0.974934,0.987698,0.992303,95.306079,
211,0.976944,0.959815,0.969320,0.979728,0.987349,2.973623,2.983618,0.682141,0.971526,0.985964,0.991018,94.835998,
212,0.975662,0.956427,0.965984,0.979563,0.987291,2.958819,2.973623,0.675475,0.971048,0.985796,0.991696,94.586929,
213,0.976625,0.958677,0.968874,0.978055,0.988560,2.951503,2.958819,0.678418,0.972264,0.986625,0.991848,94.839327,
214,0.979133,0.966755,0.972822,0.981016,0.987164,2.935785,2.951503,0.692062,0.975859,0.988240,0.992692,95.513473,
215,0.975530,0.953023,0.967247,0.979202,0.987770,2.908620,2.935785,0.668988,0.970709,0.985456,0.990863,94.415455,
216,0.974917,0.948686,0.967305,0.980925,0.986345,2.891910,2.908620,0.661603,0.972112,0.986493,0.991857,94.396730,
217,0.973440,0.947904,0.964148,0.977924,0.986931,2.875781,2.891910,0.662681,0.969986,0.985431,0.991251,93.951647,
