Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
32,0.982013,0.974753,0.974066,0.985350,0.992208,4.767496,4.767496,0.822161,0.992123,1.000414,1.000337,99.717563,
33,0.979792,0.969408,0.968855,0.982363,0.995171,4.891587,4.891587,0.799932,0.984262,0.995077,0.996905,98.815581,
34,0.981465,0.970937,0.970378,0.985451,0.995288,5.072392,5.072392,0.796896,0.984551,0.996480,1.000972,99.796218,
35,0.981981,0.977463,0.973485,0.987356,0.987254,5.191836,5.191836,0.796023,0.980342,0.993449,0.997675,99.636939,
36,0.974526,0.969707,0.972457,0.972989,0.981006,5.373812,5.373812,0.780312,0.977395,0.991842,0.997807,98.145377,
37,0.978035,0.966926,0.970509,0.973093,0.995537,5.560377,5.560377,0.773436,0.982212,0.994969,0.998812,99.378852,
38,0.977250,0.967520,0.972330,0.976981,0.987706,5.595283,5.595283,0.764755,0.978738,0.992052,0.996584,98.918016,
39,0.979976,0.978460,0.970451,0.977462,0.988887,5.848965,5.848965,0.777852,0.980007,0.993224,0.995558,99.812346,
40,0.981691,0.979672,0.973974,0.979775,0.989159,5.956929,5.956929,0.786574,0.981592,0.992697,0.995721,100.000000,
41,0.976656,0.960044,0.964041,0.975964,0.995252,6.088200,6.088200,0.747829,0.977132,0.990200,0.988392,98.628387,
42,0.977114,0.959570,0.970072,0.978813,0.990644,6.244808,6.244808,0.747071,0.982715,0.994222,0.996131,99.742222,
43,0.976328,0.957687,0.958948,0.980128,0.993964,6.397485,6.397485,0.745775,0.978591,0.991666,0.992398,99.321285,
44,0.982399,0.976853,0.971966,0.986130,0.988376,6.486386,6.486386,0.753521,0.971443,0.985713,0.986360,99.984245,
45,0.974624,0.951325,0.959631,0.981853,0.989748,6.733224,6.733224,0.721119,0.974169,0.989301,0.992500,99.212003,
46,0.978388,0.958797,0.968842,0.982646,0.990211,6.800848,6.800848,0.726315,0.971275,0.985476,0.987546,99.540584,
47,0.975302,0.945963,0.962625,0.979090,0.993109,6.945971,6.945971,0.711467,0.974299,0.989213,0.992639,99.611151,
48,0.982844,0.976587,0.971723,0.982277,0.991057,7.131916,7.131916,0.737233,0.971551,0.988947,0.997868,100.000000,
49,0.973273,0.942543,0.954553,0.977723,0.992537,7.208854,7.208854,0.719605,0.978539,0.991333,0.995371,99.818307,
50,0.983597,0.972971,0.969408,0.980757,0.995511,0.330157,7.375436,0.750115,0.977486,0.990092,0.995360,93.403892,
51,0.976974,0.955518,0.962877,0.976075,0.992282,0.330157,0.330157,0.724082,0.975822,0.990592,0.997838,92.205295,
52,0.980674,0.964493,0.966828,0.978603,0.994267,0.344846,0.344846,0.740103,0.974847,0.988996,0.995178,92.723141,
53,0.978736,0.954555,0.966648,0.976207,0.995278,0.348978,0.348978,0.718107,0.977396,0.991755,0.994288,92.390551,
54,0.981334,0.972790,0.974056,0.986034,0.985630,0.358946,0.358946,0.757406,0.980505,0.994114,0.994943,93.104283,
55,0.977481,0.954483,0.969553,0.980073,0.989604,0.366999,0.366999,0.723617,0.979636,0.992933,0.997642,92.467863,
56,0.981799,0.969176,0.967587,0.974593,0.998463,0.380999,0.380999,0.750681,0.980178,0.992409,0.998785,93.469906,
57,0.978884,0.952965,0.968143,0.979686,0.995712,0.395335,0.395335,0.720235,0.980422,0.991562,0.996701,92.678666,
58,0.981392,0.969559,0.965845,0.984237,0.992979,0.403127,0.403127,0.752017,0.982311,0.996084,0.994202,93.215159,
59,0.980569,0.953965,0.972801,0.987080,0.993169,0.425190,0.425190,0.720788,0.979018,0.991479,0.996612,93.065378,
60,0.981070,0.968511,0.970459,0.988779,0.987195,0.437586,0.437586,0.752005,0.978778,0.990822,0.993833,92.911213,
61,0.977456,0.949892,0.969701,0.990622,0.985645,0.449322,0.449322,0.717856,0.980737,0.993138,0.997915,92.610809,
62,0.979899,0.971661,0.967394,0.989139,0.983729,0.468916,0.468916,0.751380,0.981828,0.993476,0.993448,92.799220,
63,0.975302,0.950869,0.969649,0.980622,0.987113,0.475782,0.475782,0.714217,0.976021,0.989848,0.993479,91.660476,
64,0.982516,0.968658,0.971829,0.976293,0.999563,0.488635,0.488635,0.750244,0.978413,0.990545,0.994316,93.317916,
65,0.980518,0.951789,0.971554,0.976123,1.002292,0.507183,0.507183,0.715098,0.978457,0.989860,0.992781,92.784535,
66,0.982243,0.974314,0.968586,0.975788,0.996798,0.519754,0.519754,0.755921,0.981537,0.992970,0.997071,93.638176,
67,0.978773,0.964147,0.967850,0.969651,0.996173,0.532667,0.532667,0.730803,0.975069,0.989970,0.990017,92.195308,
68,0.976016,0.955506,0.961662,0.978124,0.990883,0.541221,0.541221,0.725827,0.974235,0.986279,0.988260,91.306132,
69,0.978648,0.956326,0.965883,0.977772,0.995046,0.559859,0.559859,0.717838,0.975525,0.988086,0.993921,92.445769,
70,0.984607,0.973897,0.975171,0.980996,0.995790,0.572821,0.572821,0.755198,0.978264,0.989673,0.992735,93.712776,
71,0.983689,0.964828,0.974893,0.982237,0.996800,0.598293,0.598293,0.728125,0.974079,0.988369,0.993161,93.525208,
72,0.978558,0.947975,0.967227,0.977843,0.997332,0.603644,0.603644,0.714589,0.975733,0.987414,0.990728,92.201332,
73,0.980999,0.961722,0.961048,0.988228,0.993235,0.621634,0.621634,0.716597,0.973332,0.985887,0.991562,92.741175,
74,0.985914,0.971181,0.968298,0.991651,0.995840,0.633275,0.633275,0.746717,0.978309,0.990426,0.991293,93.999430,
75,0.983637,0.959856,0.961281,0.986001,1.001454,0.649689,0.649689,0.716849,0.976517,0.989242,0.991264,93.487198,
76,0.975409,0.953487,0.964172,0.976386,0.988347,0.667698,0.667698,0.712142,0.974278,0.987063,0.989633,91.495797,
77,0.981785,0.959445,0.965532,0.986838,0.994421,0.680891,0.680891,0.724348,0.976223,0.988915,0.988999,92.922897,
78,0.984536,0.972318,0.974643,0.979874,0.995564,0.694074,0.694074,0.747994,0.979392,0.989398,0.990710,93.691386,
79,0.980312,0.946589,0.962560,0.979333,1.000110,0.724774,0.724774,0.706539,0.977000,0.991031,0.995962,93.331362,
80,0.982117,0.950740,0.972251,0.978094,0.999451,0.733890,0.733890,0.705333,0.978780,0.989882,0.989936,93.208354,
81,0.978476,0.954059,0.962686,0.981655,0.992281,0.765167,0.765167,0.713943,0.977718,0.989853,0.992677,92.666164,
82,0.985053,0.970506,0.965888,0.990214,0.995994,0.786740,0.786740,0.738667,0.981089,0.992115,0.992149,94.174666,
83,0.978382,0.954178,0.961042,0.987353,0.990481,0.802659,0.802659,0.710671,0.977936,0.990907,0.991126,92.620484,
84,0.980995,0.950904,0.971276,0.989743,0.992451,0.824708,0.824708,0.701297,0.981710,0.993893,0.995928,93.758207,
85,0.977580,0.952863,0.962769,0.981997,0.992080,0.845657,0.845657,0.710464,0.978842,0.990307,0.996494,92.910194,
86,0.982684,0.973442,0.970785,0.984924,0.990810,0.865486,0.865486,0.745190,0.982378,0.992661,0.996705,94.154302,
87,0.978424,0.951813,0.962329,0.991916,0.988901,0.882038,0.882038,0.709419,0.977277,0.990369,0.990279,92.638684,
88,0.981251,0.952510,0.971463,0.978648,0.999651,0.912658,0.912658,0.706228,0.980500,0.992071,0.992908,93.593925,
89,0.980615,0.953055,0.960262,0.983895,0.999353,0.928880,0.928880,0.712376,0.979791,0.991262,0.997981,93.840300,
90,0.983196,0.970147,0.972755,0.976409,0.996849,0.946821,0.946821,0.737940,0.981727,0.992239,0.994115,94.146416,
91,0.978040,0.956693,0.966325,0.976735,0.992250,0.972053,0.972053,0.711602,0.977114,0.989856,0.993546,92.908435,
92,0.974608,0.950965,0.962518,0.974080,0.989356,0.990237,0.990237,0.708027,0.976668,0.991086,0.995590,92.408307,
93,0.975845,0.954117,0.957519,0.978896,0.990280,1.006481,1.006481,0.703324,0.974360,0.988756,0.995176,92.555082,
94,0.981684,0.968962,0.965581,0.982125,0.993163,1.029602,1.029602,0.733414,0.979549,0.992746,0.996875,94.163689,
95,0.980009,0.957182,0.966553,0.981907,0.993264,1.061380,1.061380,0.711703,0.976119,0.989313,0.992096,93.306169,
96,0.977699,0.951075,0.967474,0.973013,0.994916,1.078723,1.078723,0.704033,0.979408,0.992724,0.996696,93.368708,
97,0.978339,0.957220,0.963969,0.977680,0.992483,1.106154,1.106154,0.707131,0.977443,0.990614,0.995401,93.334036,
98,0.984008,0.970467,0.968408,0.981287,0.996662,1.123876,1.123876,0.725598,0.979839,0.994083,0.997871,94.937034,
99,0.977967,0.956170,0.961917,0.974215,0.994103,1.145565,1.145565,0.702173,0.976426,0.991151,0.998219,93.554307,
100,0.977210,0.955056,0.963509,0.974315,0.992014,1.158431,1.158431,0.698333,0.977456,0.991258,0.997583,93.367773,
101,0.977544,0.961531,0.961139,0.964289,0.997109,1.179454,1.179454,0.700321,0.973942,0.987968,0.995549,93.141579,
102,0.980165,0.968210,0.970448,0.975593,0.991527,1.201950,1.201950,0.719220,0.978809,0.992205,0.997542,94.093256,
103,0.978095,0.955894,0.959478,0.970938,0.999465,1.209080,1.209080,0.702940,0.974368,0.989221,0.995474,93.348437,
104,0.978571,0.954549,0.965228,0.979912,0.993491,1.225837,1.225837,0.700760,0.976903,0.990763,0.996573,93.642039,
105,0.980486,0.961804,0.963863,0.981582,0.995113,1.240398,1.240398,0.712978,0.976551,0.989896,0.995267,93.921796,
106,0.981975,0.968935,0.972365,0.977478,0.994930,1.256334,1.256334,0.723253,0.978054,0.990788,0.994771,94.264724,
107,0.980545,0.957090,0.966142,0.979266,0.997884,1.265884,1.265884,0.706308,0.976879,0.990802,0.993448,93.868028,
108,0.975368,0.951501,0.965874,0.977881,0.987924,1.282005,1.282005,0.703917,0.977289,0.992231,0.995649,93.009927,
109,0.981125,0.957548,0.961707,0.978660,1.000493,1.294277,1.294277,0.695217,0.973089,0.988678,0.995152,94.066135,
110,0.983643,0.967535,0.968202,0.979371,0.999051,1.311515,1.311515,0.717830,0.977139,0.990970,0.995658,94.777352,
111,0.979920,0.955771,0.961211,0.978964,0.997941,1.327779,1.327779,0.698626,0.973970,0.988128,0.995048,93.815656,
112,0.979008,0.952211,0.963547,0.983472,0.993289,1.352539,1.352539,0.693158,0.975551,0.989088,0.993956,93.615447,
113,0.982020,0.963033,0.964747,0.982087,0.996575,1.380844,1.380844,0.688583,0.971718,0.986229,0.993535,94.132530,
114,0.984892,0.967431,0.968325,0.986223,0.997630,1.387923,1.387923,0.714097,0.977826,0.990173,0.994912,95.057192,
115,0.979884,0.957049,0.961455,0.986437,0.992231,1.401362,1.401362,0.691461,0.973035,0.987848,0.991924,93.641023,
116,0.980305,0.949009,0.974866,0.980802,0.993675,1.419408,1.419408,0.682422,0.975039,0.988308,0.992664,93.850580,
117,0.979927,0.952240,0.962915,0.979229,0.997236,1.429275,1.429275,0.678753,0.972421,0.986979,0.992586,93.708726,
118,0.983067,0.964219,0.969005,0.980095,0.996956,1.437809,1.437809,0.701618,0.976462,0.989300,0.993971,94.613366,
119,0.981004,0.951289,0.967243,0.979138,0.998109,1.445979,1.445979,0.685873,0.974510,0.988909,0.993599,94.132899,
120,0.979180,0.952124,0.965330,0.976680,0.996219,1.449600,1.449600,0.674895,0.971622,0.986105,0.991247,93.426713,
121,0.977928,0.950869,0.960200,0.976440,0.996577,1.462448,1.462448,0.678629,0.970415,0.986926,0.993771,93.402842,
122,0.985449,0.965610,0.971105,0.985903,0.998860,1.468777,1.468777,0.708921,0.977134,0.990219,0.995757,95.352813,
123,0.981419,0.950106,0.968294,0.984097,0.997373,1.473237,1.473917,0.673676,0.974076,0.988728,0.993214,94.227289,
124,0.980693,0.952673,0.969599,0.985613,0.993392,1.473237,1.473237,0.681841,0.976062,0.989851,0.993371,94.133434,
125,0.978530,0.949837,0.963808,0.981967,0.994393,1.482574,1.482574,0.681415,0.973887,0.988996,0.995432,93.795523,
126,0.983764,0.965843,0.972661,0.983257,0.996181,1.483495,1.484462,0.710275,0.978776,0.992544,0.997581,95.262036,
127,0.978813,0.952509,0.964295,0.979292,0.995383,1.483495,1.483495,0.682675,0.977833,0.991351,0.996152,94.035785,
128,0.981436,0.953850,0.966093,0.981313,0.999041,1.490634,1.490634,0.675857,0.977692,0.991446,0.996846,94.679031,
129,0.978089,0.949788,0.962359,0.978560,0.995704,1.491361,1.491361,0.677708,0.976843,0.990855,0.996841,93.922214,
130,0.982337,0.966750,0.971628,0.978652,0.995404,1.492985,1.492985,0.715682,0.979761,0.992379,0.996048,94.834400,
131,0.976637,0.951973,0.963247,0.976238,0.992524,1.499344,1.499344,0.679919,0.974337,0.989799,0.994170,93.343829,
132,0.981406,0.950892,0.970418,0.984351,0.996407,1.498370,1.505928,0.661391,0.973616,0.988628,0.992691,94.219354,
133,0.978002,0.947290,0.961813,0.982409,0.994603,1.498370,1.498370,0.668482,0.974697,0.990466,0.993989,93.665311,
134,0.981768,0.967716,0.969580,0.979890,0.993942,1.497100,1.501768,0.707960,0.978711,0.992086,0.996974,94.778054,
135,0.978273,0.946677,0.966530,0.983253,0.992698,1.497100,1.497100,0.678677,0.977893,0.990981,0.995927,93.904967,
136,0.980411,0.951622,0.971778,0.979687,0.995520,1.500054,1.503466,0.666906,0.981118,0.992739,0.998141,94.652679,
137,0.976938,0.946365,0.964693,0.977468,0.993385,1.500054,1.500054,0.667676,0.978139,0.990292,0.994514,93.485629,
138,0.982543,0.967143,0.967425,0.980549,0.995964,1.497904,1.502785,0.710729,0.980032,0.993930,0.996378,94.985522,
139,0.977586,0.948314,0.963694,0.974737,0.996280,1.495282,1.497904,0.673035,0.977142,0.990676,0.994954,93.663733,
140,0.981591,0.948647,0.966775,0.981529,1.000996,1.495282,1.495282,0.661221,0.978256,0.992336,0.994838,94.612099,
141,0.979278,0.947434,0.962956,0.974572,1.002156,1.501077,1.501571,0.665702,0.974595,0.989113,0.993855,93.876476,
142,0.984193,0.964584,0.969951,0.982604,0.999629,1.498356,1.501077,0.706560,0.979050,0.991556,0.996489,95.246235,
143,0.977990,0.950347,0.967590,0.980806,0.992033,1.498356,1.498356,0.674428,0.974604,0.988338,0.991980,93.400884,
144,0.979950,0.950082,0.968879,0.983084,0.994969,1.490827,1.499466,0.657158,0.976933,0.990028,0.995033,94.162036,
145,0.977594,0.947817,0.960224,0.980514,0.995631,1.488277,1.490827,0.661423,0.972259,0.987592,0.991210,93.210143,
146,0.980100,0.964171,0.965968,0.978828,0.993845,1.484464,1.488277,0.701578,0.975644,0.989731,0.994075,94.053399,
147,0.979359,0.954053,0.967578,0.978602,0.995241,1.473643,1.484464,0.671586,0.975329,0.990097,0.994073,93.917930,
148,0.978118,0.944116,0.966574,0.979654,0.995656,1.461414,1.473643,0.662004,0.976548,0.990668,0.994094,93.674355,
149,0.978998,0.955102,0.962505,0.973733,0.998576,1.455571,1.461414,0.661792,0.972669,0.989053,0.992869,93.672233,
150,0.979885,0.962605,0.967205,0.975531,0.994388,1.452962,1.455571,0.700741,0.977729,0.992055,0.996835,94.300789,
151,0.979935,0.957914,0.965229,0.977623,0.995705,1.447603,1.452962,0.673107,0.974879,0.989136,0.992447,93.833106,
152,0.978145,0.949724,0.963063,0.975697,0.996419,1.441074,1.447603,0.665045,0.975676,0.989537,0.993011,93.510557,
153,0.978345,0.952980,0.961488,0.979581,0.994178,1.441074,1.441074,0.659482,0.970115,0.986384,0.991044,93.239923,
154,0.983016,0.964978,0.968998,0.985847,0.994066,1.433426,1.449522,0.705878,0.978071,0.990823,0.993302,94.614452,
155,0.979178,0.953925,0.966640,0.975872,0.995882,1.417314,1.433426,0.674671,0.975082,0.989740,0.992500,93.661029,
156,0.977684,0.947469,0.963016,0.980877,0.993262,1.401897,1.417314,0.669292,0.976051,0.989950,0.994895,93.528170,
157,0.978349,0.955379,0.965070,0.975930,0.993982,1.397807,1.401897,0.666716,0.973470,0.987723,0.993738,93.467392,
158,0.981752,0.963723,0.969176,0.981800,0.993769,1.385458,1.397807,0.703537,0.978627,0.990769,0.992879,94.245957,
159,0.980137,0.949558,0.969970,0.984564,0.993071,1.377187,1.385458,0.663351,0.975542,0.989649,0.994693,94.002416,
160,0.979162,0.954267,0.962775,0.983071,0.993018,1.360776,1.377187,0.683334,0.975425,0.988686,0.991836,93.478985,
161,0.979891,0.948979,0.967137,0.986609,0.992740,1.353292,1.360776,0.658945,0.974252,0.987409,0.991746,93.581578,
162,0.983578,0.964036,0.967295,0.987744,0.995395,1.342139,1.353292,0.702102,0.978106,0.990892,0.993829,94.667317,
163,0.979313,0.944167,0.966802,0.986154,0.993696,1.342139,1.342139,0.649756,0.974588,0.988452,0.993927,93.674414,
164,0.979397,0.956962,0.965337,0.983568,0.991616,1.344197,1.344197,0.699649,0.977643,0.990080,0.993429,93.694229,
165,0.978451,0.941882,0.968340,0.985646,0.992642,1.337015,1.346355,0.641793,0.975055,0.988882,0.992606,93.404705,
166,0.981389,0.960881,0.969178,0.986755,0.991763,1.331938,1.337015,0.697591,0.976667,0.989020,0.994693,94.162735,
167,0.978072,0.941004,0.971984,0.985228,0.990999,1.326598,1.331938,0.647621,0.976969,0.989883,0.993152,93.398917,
168,0.978223,0.961141,0.966347,0.981115,0.988824,1.326598,1.326598,0.696891,0.976301,0.989621,0.994092,93.446447,
169,0.976752,0.943651,0.969613,0.983615,0.988893,1.322628,1.330409,0.641888,0.974215,0.988434,0.993873,93.097462,
170,0.978848,0.963270,0.965501,0.983339,0.988569,1.315401,1.322628,0.698469,0.975323,0.988445,0.992760,93.403245,
171,0.978880,0.943805,0.971970,0.984648,0.992466,1.294680,1.315401,0.645579,0.974988,0.988019,0.994272,93.535106,
172,0.980273,0.960962,0.967541,0.981243,0.993599,1.283378,1.294680,0.700335,0.976898,0.989670,0.995838,93.977889,
173,0.978124,0.943062,0.973328,0.981774,0.992087,1.268232,1.283378,0.641981,0.974813,0.988926,0.994181,93.374333,
174,0.979068,0.962684,0.965721,0.981559,0.990433,1.261194,1.268232,0.695508,0.976374,0.989761,0.994906,93.618893,
175,0.976470,0.943655,0.967738,0.977036,0.993073,1.249922,1.261194,0.639618,0.974698,0.988482,0.993413,92.913838,
176,0.979040,0.961477,0.966100,0.976216,0.993651,1.241972,1.249922,0.700123,0.976055,0.990231,0.995853,93.680203,
177,0.975983,0.942242,0.967461,0.976296,0.992623,1.234238,1.241972,0.634644,0.972609,0.988053,0.992903,92.726781,
178,0.978545,0.961299,0.964790,0.978909,0.991075,1.223134,1.234238,0.693208,0.975575,0.989432,0.993686,93.342706,
179,0.975070,0.942559,0.965057,0.978717,0.989394,1.222418,1.223134,0.636982,0.970840,0.985942,0.992941,92.414470,
180,0.977723,0.958953,0.963602,0.980340,0.989356,1.222418,1.222418,0.690521,0.974742,0.988182,0.992854,93.040294,
181,0.976665,0.943287,0.968532,0.978922,0.991110,1.220844,1.225702,0.634376,0.974546,0.988100,0.993156,92.887342,
182,0.977882,0.961417,0.964064,0.978907,0.989351,1.220844,1.220844,0.688691,0.975056,0.988275,0.993116,93.100679,
183,0.976193,0.942328,0.968216,0.978236,0.990572,1.225681,1.230850,0.638802,0.973775,0.986357,0.991286,92.555760,
184,0.975439,0.956488,0.961649,0.975515,0.988088,1.225681,1.225681,0.683495,0.972988,0.986699,0.991973,92.412804,
185,0.975849,0.942405,0.964202,0.978848,0.990844,1.229483,1.229483,0.631570,0.973239,0.987134,0.990216,92.441250,
186,0.980186,0.961992,0.967151,0.981655,0.991231,1.230348,1.232755,0.689097,0.975004,0.988416,0.992380,93.559137,
187,0.976274,0.944614,0.965815,0.981169,0.988901,1.230348,1.230348,0.637763,0.971101,0.986101,0.990811,92.520925,
188,0.976960,0.948746,0.964119,0.979954,0.990459,1.225662,1.234918,0.666702,0.974714,0.989012,0.993444,92.985789,
189,0.975308,0.939581,0.960378,0.977816,0.992531,1.216199,1.225662,0.626114,0.973463,0.988384,0.992311,92.538911,
190,0.979572,0.962667,0.970613,0.979180,0.989401,1.216199,1.216199,0.687744,0.975726,0.989051,0.992317,93.435032,
191,0.975162,0.950135,0.960451,0.977944,0.988343,1.211002,1.219792,0.642014,0.970289,0.986331,0.991914,92.346803,
192,0.973284,0.942113,0.963892,0.976176,0.986161,1.208743,1.211002,0.647271,0.971390,0.986376,0.991477,91.902591,
193,0.973421,0.939508,0.959382,0.977940,0.988052,1.197436,1.208743,0.633641,0.971091,0.986785,0.990634,91.883785,
194,0.980257,0.963564,0.970147,0.980275,0.990133,1.185817,1.197436,0.683914,0.974771,0.989303,0.995404,93.803394,
195,0.981159,0.959622,0.960711,0.988130,0.992532,1.185817,1.185817,0.657408,0.971115,0.988969,0.996845,94.111571,
196,0.974863,0.939415,0.963675,0.980440,0.987850,1.181698,1.194653,0.646146,0.972274,0.987730,0.993698,92.452694,
197,0.974927,0.949272,0.958171,0.976596,0.989189,1.174830,1.181698,0.648246,0.968510,0.986424,0.992963,92.324558,
198,0.978626,0.962502,0.966425,0.980131,0.987886,1.172399,1.174830,0.681386,0.972570,0.987730,0.993120,93.173074,
199,0.976550,0.960389,0.965924,0.974409,0.987242,1.162598,1.172399,0.673140,0.972106,0.987629,0.992868,92.692275,
200,0.973427,0.944514,0.961941,0.973393,0.987284,1.153185,1.162598,0.646821,0.971569,0.985818,0.991932,91.876272,
201,0.974020,0.955402,0.958849,0.969018,0.988700,1.153185,1.153185,0.651239,0.966839,0.984533,0.990994,91.849904,
202,0.977327,0.963246,0.965669,0.974302,0.988055,1.151836,1.160112,0.685979,0.975108,0.988836,0.992583,92.876953,
203,0.977527,0.957338,0.960462,0.975662,0.991802,1.147858,1.151836,0.664340,0.971387,0.988381,0.995032,93.098497,
204,0.974106,0.947887,0.959188,0.971341,0.990126,1.143370,1.147858,0.636403,0.966646,0.984299,0.989993,91.782681,
205,0.973636,0.956430,0.955110,0.973634,0.986916,1.142307,1.143370,0.661486,0.969100,0.985468,0.991688,91.846576,
206,0.977439,0.960811,0.964110,0.977494,0.988524,1.128597,1.142307,0.682106,0.975118,0.988664,0.993818,92.966615,
207,0.974322,0.951653,0.956247,0.980139,0.986247,1.128597,1.128597,0.657753,0.972213,0.987926,0.992729,92.185809,
208,0.973380,0.949250,0.957015,0.980003,0.984725,1.137466,1.141324,0.645675,0.967308,0.984844,0.990531,91.676665,
209,0.972912,0.950978,0.954882,0.978539,0.984968,1.137466,1.137466,0.654994,0.968236,0.985390,0.991043,91.633034,
210,0.977157,0.963329,0.963107,0.981908,0.985258,1.141467,1.141467,0.688033,0.974129,0.988617,0.992584,92.811335,
211,0.972383,0.944715,0.957298,0.978601,0.985082,1.152139,1.152445,0.645723,0.973922,0.989649,0.994825,92.061576,
212,0.976410,0.945439,0.967733,0.982490,0.987616,1.142429,1.152139,0.638466,0.972877,0.988488,0.993469,92.764065,
213,0.972686,0.947159,0.957345,0.976406,0.986749,1.142429,1.142429,0.654766,0.971492,0.987448,0.993038,91.853849,
214,0.978594,0.963422,0.965472,0.982936,0.987452,1.152363,1.152363,0.687468,0.975756,0.989995,0.994039,93.321798,
215,0.973134,0.937943,0.959465,0.977271,0.989985,1.141906,1.154582,0.643899,0.975044,0.989864,0.993988,92.159554,
216,0.977255,0.943406,0.965790,0.982179,0.992052,1.129724,1.141906,0.631833,0.972666,0.987587,0.993681,92.915130,
217,0.972345,0.941342,0.956345,0.976410,0.988817,1.126861,1.129724,0.650087,0.971248,0.987149,0.992532,91.710967,
